FULLPOLICY_NB,CustomerID,Year,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG,CustomerTenure,IncomeBracket,CoverageAmount,Deductible,CustomerSatisfaction,ComplaintCount,PaymentMethod,PaymentDelayDays,MarketingChannel,AgentExperienceYears,PropertyValue,HouseholdIncome,CreditScore
504221,CUST004221,2021,2021-12-02,2022-02-28,Home,FL,C,33101,46.52,Y,Standard,Masonry,Shingle,2405,2,39,0,39,0,A,Direct,3122.98,2737.14,265.45,93.69,212.53,566775,0.0,0,0.9,1.0,12,0,1,0,0.1453,New,0.0,1,1,High,566775,2000,4,0,Debit Card,2,Social Media,4,583591,236774,813
504222,CUST004222,2021,2021-06-08,2022-02-28,Home,FL,B,32801,41.38,N,Premium,Frame,Shingle,2384,1,11,0,62,1,C,Independent,3993.72,3921.19,339.47,479.25,251.72,597487,0.0,0,0.983,1.0,12,1,0,0,0.0782,New,0.0,1,1,Low,597487,2000,4,1,Debit Card,2,Agent Referral,5,597639,39558,675
504223,CUST004223,2021,2021-05-19,2021-09-30,Home,CA,B,94105,38.0,N,Standard,Masonry,Shingle,2961,1,21,0,55,1,B,Broker,4740.55,4644.78,331.84,711.08,285.32,988936,0.0,0,0.488,0.5,6,0,0,0,0.0509,New,0.0,1,1,Upper Middle,988936,1000,4,3,Auto Debit,2,Agent Referral,10,1175336,129055,691
504224,CUST004224,2021,2021-05-14,2021-07-31,Home,WA,B,98501,38.97,Y,Standard,Frame,Shingle,850,2,41,0,82,1,C,Broker,991.48,1011.01,69.4,148.72,116.62,233653,11175.27,1,0.994,1.0,12,0,1,1,0.0958,New,10255.27,1,1,Low,233653,1000,3,2,Auto Debit,9,Social Media,3,254820,29229,651
504225,CUST004225,2021,2021-06-20,2021-10-31,Home,TX,A,73301,49.48,Y,Basic,Frame,Shingle,2434,2,46,1,44,0,B,Broker,1198.71,1187.98,83.91,179.81,125.94,245937,0.0,0,1.009,1.0,12,1,0,0,0.0607,New,0.0,1,1,Upper Middle,245937,1500,4,0,Auto Debit,0,Online Search,12,303617,141415,683
504226,CUST004226,2021,2021-04-19,2021-06-30,Home,TX,D,78701,38.88,N,Premium,Mixed,Shingle,2064,1,19,1,45,3,C,Independent,1421.42,1439.8,99.5,170.57,135.96,331741,0.0,0,1.038,1.0,12,0,1,0,0.1161,New,0.0,1,1,Middle,331741,2500,4,0,Debit Card,2,Agent Referral,9,337893,51010,621
504227,CUST004227,2021,2021-10-26,2022-01-31,Home,FL,C,33601,51.25,N,Standard,Frame,Tile,2144,2,5,1,42,0,B,Independent,2480.12,2567.9,210.81,297.61,183.61,429030,0.0,0,0.992,1.0,12,0,0,0,0.0602,New,0.0,1,1,Middle,429030,1000,4,0,Bank Transfer,1,Social Media,7,513834,54469,713
504228,CUST004228,2021,2021-08-06,2022-02-28,Home,CA,D,94105,46.23,N,Basic,Masonry,Shingle,1582,1,39,1,35,2,A,Broker,2075.46,1918.42,145.28,311.32,165.4,400437,12250.52,1,0.936,1.0,12,1,0,0,0.0578,New,11790.52,1,1,Middle,400437,500,3,1,Auto Debit,0,Partner Referral,12,602958,52846,753
504229,CUST004229,2021,2021-04-03,2021-09-30,Condo,NY,B,10001,17.86,Y,Basic,Masonry,Tile,1344,1,33,1,50,0,B,Independent,1702.09,1640.86,119.15,204.25,148.59,530609,73271.31,2,0.974,1.0,12,0,1,0,0.0929,New,72351.31,1,1,Middle,530609,500,3,1,Credit Card,2,Aggregator,11,656779,75570,686
504230,CUST004230,2021,2021-09-02,2022-01-31,Rental,WA,B,98004,28.24,N,Standard,Masonry,Shingle,2016,2,30,1,50,1,D,Online,2618.23,2621.17,183.28,52.36,189.82,503757,0.0,0,1.05,1.0,12,1,0,1,0.0942,New,0.0,1,1,Low,503757,5000,4,0,Auto Debit,2,Email Campaign,4,595963,44018,603
504231,CUST004231,2021,2021-02-05,2021-05-31,Home,TX,A,73301,34.36,Y,Standard,Mixed,Shingle,2099,1,19,0,41,0,A,Broker,993.62,950.73,69.55,149.04,116.71,299381,0.0,0,0.942,1.0,12,0,1,0,0.1274,New,0.0,1,1,Upper Middle,299381,2000,5,0,Credit Card,3,Online Search,10,315020,116094,730
504232,CUST004232,2021,2021-02-07,2021-04-30,Home,NY,B,12207,37.16,N,Basic,Frame,Shingle,2701,3,28,1,35,0,C,Independent,4939.42,4943.9,345.76,592.73,294.27,1062239,0.0,0,0.982,1.0,12,0,0,0,0.0413,New,0.0,0,1,Middle,1062239,500,4,0,Credit Card,1,Aggregator,7,1540980,57667,669
504233,CUST004233,2021,2021-04-04,2022-01-31,Home,FL,A,33101,64.45,N,Standard,Mixed,Tile,3013,1,36,0,71,0,B,Independent,4238.87,4281.57,360.3,508.66,262.75,588458,0.0,0,1.019,1.0,12,0,0,0,0.0656,New,0.0,1,1,Upper Middle,588458,1000,4,1,Credit Card,0,Agent Referral,11,689506,92915,703
504234,CUST004234,2021,2021-02-21,2021-05-31,Home,FL,D,33301,33.38,N,Basic,Mixed,Tile,1491,2,6,1,61,0,D,Independent,2113.21,2104.19,179.62,253.59,167.09,288887,0.0,0,0.483,0.5,6,0,0,0,0.0415,New,0.0,0,1,Low,288887,500,4,0,Credit Card,4,Agent Referral,5,407569,47524,597
504235,CUST004235,2021,2021-04-14,2021-11-30,Home,FL,C,32801,43.75,N,Standard,Mixed,Metal,2073,2,14,0,50,0,B,Online,2041.23,1983.5,173.5,40.82,163.86,390640,1107.23,1,0.953,1.0,12,0,1,0,0.1371,New,0.0,1,1,Upper Middle,390640,2000,3,2,Credit Card,2,Aggregator,7,461113,95293,710
504236,CUST004236,2021,2021-05-16,2022-01-31,Home,WA,A,99201,42.42,N,Basic,Mixed,Tile,2281,1,42,1,44,0,B,Broker,2018.74,2001.97,141.31,302.81,162.84,558031,12731.39,1,1.038,1.0,12,0,0,0,0.057,New,11811.39,0,1,Low,558031,1000,2,2,Bank Transfer,2,Email Campaign,7,773215,42998,713
504237,CUST004237,2021,2021-01-04,2021-03-31,Home,TX,A,73301,53.69,N,Standard,Frame,Shingle,1854,1,4,1,44,0,B,Direct,1124.35,992.87,78.7,33.73,122.6,268133,0.0,0,0.883,1.0,12,0,1,1,0.1129,New,0.0,1,1,Middle,268133,1000,4,1,Auto Debit,5,Partner Referral,7,313403,69454,699
504238,CUST004238,2021,2021-12-23,2022-04-30,Home,WA,C,98501,23.56,N,Basic,Mixed,Tile,2287,1,31,0,69,2,B,Independent,1829.09,1885.83,128.04,219.49,154.31,548391,0.0,0,0.507,0.5,6,0,0,0,0.053,New,0.0,0,1,Middle,548391,500,4,0,Debit Card,0,Agent Referral,12,762640,69998,723
504239,CUST004239,2021,2021-10-08,2021-10-31,Home,CA,B,90001,16.69,Y,Standard,Masonry,Metal,2889,2,3,1,36,1,C,Online,5006.12,5073.18,350.43,100.12,297.28,1258055,0.0,0,0.984,1.0,12,0,0,0,0.0704,New,0.0,1,1,Middle,1258055,500,3,1,Credit Card,7,Online Search,7,1293835,73231,648
504240,CUST004240,2021,2021-03-08,2021-03-31,Home,NY,A,10001,35.75,Y,Standard,Frame,Tile,1636,1,23,0,52,1,A,Broker,2523.3,2510.33,176.63,378.49,185.55,819013,0.0,0,1.002,1.0,12,0,0,0,0.0409,New,0.0,1,1,High,819013,1500,5,0,Debit Card,1,Online Search,9,851379,173530,734
504241,CUST004241,2021,2021-01-12,2021-03-31,Home,TX,D,77001,35.74,N,Standard,Masonry,Shingle,1287,1,39,1,46,0,B,Direct,753.97,690.21,52.78,22.62,105.93,176823,0.0,0,0.954,1.0,12,0,0,0,0.064,New,0.0,1,1,Middle,176823,500,4,0,Bank Transfer,1,Online Search,4,202118,76895,705
504242,CUST004242,2021,2021-08-22,2022-01-31,Home,TX,B,73301,24.89,Y,Standard,Mixed,Metal,1812,2,17,1,40,0,B,Online,805.36,772.39,56.38,16.11,108.24,249898,0.0,0,0.978,1.0,12,1,0,0,0.0887,New,0.0,1,1,Upper Middle,249898,500,5,1,Auto Debit,1,Online Search,3,278728,121759,712
504243,CUST004243,2021,2021-09-03,2021-10-31,Home,FL,D,33101,45.61,N,Basic,Frame,Tile,1575,1,37,1,51,0,C,Independent,1463.45,1391.01,124.39,175.61,137.86,223547,0.0,0,0.928,1.0,12,1,1,1,0.11,New,0.0,1,1,Middle,223547,1500,4,0,Auto Debit,7,Aggregator,5,346840,63267,634
504244,CUST004244,2021,2021-05-21,2022-02-28,Home,FL,B,33601,51.35,Y,Standard,Mixed,Metal,2104,1,48,1,65,0,C,Online,3222.19,3018.24,273.89,64.44,217.0,466790,0.0,0,0.959,1.0,12,0,0,0,0.083,New,0.0,1,1,Middle,466790,500,4,0,Bank Transfer,1,Online Search,4,459679,53997,675
504245,CUST004245,2021,2021-01-15,2021-09-30,Home,WA,A,99201,33.45,Y,Standard,Mixed,Shingle,1734,1,32,0,67,0,B,Independent,1835.62,1834.03,128.49,220.27,154.6,546464,0.0,0,0.984,1.0,12,0,1,0,0.0921,New,0.0,1,1,Upper Middle,546464,1000,4,0,Bank Transfer,2,Aggregator,5,545455,96640,681
504246,CUST004246,2021,2021-04-15,2021-10-31,Home,TX,B,79901,28.07,N,Standard,Mixed,Metal,2308,2,7,1,44,0,B,Direct,804.11,742.97,56.29,24.12,108.18,263308,0.0,0,0.911,1.0,12,0,0,0,0.0612,New,0.0,1,1,Middle,263308,500,5,0,Bank Transfer,2,Social Media,9,308185,79975,690
504247,CUST004247,2021,2021-06-10,2021-08-31,Rental,CA,A,94105,41.71,N,Standard,Mixed,Metal,1609,3,23,1,72,0,C,Independent,3135.58,2750.21,219.49,376.27,213.1,578270,30965.56,1,0.892,1.0,12,1,0,0,0.0937,New,26365.56,0,1,Middle,578270,5000,3,1,Credit Card,2,Social Media,5,671633,78294,632
504248,CUST004248,2021,2021-05-05,2021-07-31,Rental,FL,D,33601,56.18,N,Standard,Frame,Tile,1651,1,21,0,65,0,C,Direct,2462.58,2446.09,209.32,73.88,182.82,316620,0.0,0,0.496,0.5,6,0,0,0,0.07,New,0.0,1,1,Low,316620,500,5,0,Credit Card,2,Agent Referral,1,369098,49057,653
504249,CUST004249,2021,2021-11-23,2022-05-31,Home,TX,C,78701,43.77,N,Standard,Masonry,Shingle,2033,1,19,0,67,2,C,Independent,1420.76,1300.7,99.45,170.49,135.93,255945,34603.77,3,0.918,1.0,12,0,0,1,0.0629,New,31843.77,1,1,Low,255945,1000,3,0,Credit Card,8,Online Search,4,304243,48999,643
504250,CUST004250,2021,2021-09-20,2022-05-31,Rental,CA,A,92101,65.79,Y,Standard,Frame,Tile,1528,2,42,0,71,0,B,Direct,3221.64,3077.28,225.51,96.65,216.97,541342,0.0,0,0.957,1.0,12,1,0,0,0.0699,New,0.0,1,1,Upper Middle,541342,1000,5,0,Debit Card,2,Online Search,5,566661,106357,691
504251,CUST004251,2021,2021-07-22,2021-10-31,Condo,TX,D,77001,37.31,Y,Basic,Frame,Shingle,1141,1,23,0,46,1,B,Independent,603.99,584.2,42.28,72.48,99.18,140179,0.0,0,0.961,1.0,12,1,0,0,0.0581,New,0.0,1,1,Middle,140179,1000,4,0,Auto Debit,1,Email Campaign,2,180187,61589,698
504252,CUST004252,2021,2021-05-10,2021-06-30,Home,FL,C,33601,47.67,Y,Premium,Mixed,Metal,2405,2,16,1,40,1,D,Independent,6696.74,7042.88,569.22,803.61,373.35,828697,0.0,0,0.528,0.5,6,0,0,1,0.0741,New,0.0,0,1,Middle,828697,2500,4,0,Debit Card,9,Partner Referral,9,761863,70872,612
504253,CUST004253,2021,2021-07-16,2021-11-30,Home,CA,B,95814,44.01,N,Basic,Mixed,Tile,1526,2,30,0,67,0,C,Independent,2540.15,2519.21,177.81,304.82,186.31,474653,0.0,0,0.518,0.5,6,1,0,0,0.0515,New,0.0,1,1,Low,474653,500,4,0,Bank Transfer,4,Partner Referral,6,644451,38231,676
504254,CUST004254,2021,2021-01-23,2021-02-28,Home,WA,D,98004,24.86,N,Standard,Masonry,Shingle,1979,2,51,0,53,0,C,Online,2319.3,2329.37,162.35,46.39,176.37,593432,8751.66,1,0.493,0.5,6,0,0,0,0.1057,New,6911.66,1,1,Upper Middle,593432,2000,4,0,Credit Card,3,Partner Referral,8,692463,93710,640
504255,CUST004255,2021,2021-09-12,2021-09-30,Home,FL,A,33101,71.86,N,Basic,Mixed,Tile,2324,2,27,0,59,1,A,Broker,2477.71,2086.98,210.61,371.66,183.5,374943,0.0,0,0.838,1.0,12,1,0,0,0.0798,New,0.0,0,1,Upper Middle,374943,5000,4,0,Credit Card,2,Agent Referral,10,521172,143366,785
504256,CUST004256,2021,2021-05-13,2021-11-30,Home,WA,C,98101,32.15,Y,Premium,Frame,Metal,1257,2,30,1,54,1,C,Online,1923.59,1825.82,134.65,38.47,158.56,503788,0.0,0,0.94,1.0,12,0,0,0,0.087,New,0.0,0,1,Middle,503788,1500,5,0,Auto Debit,1,Online Search,3,467823,62966,639
504257,CUST004257,2021,2021-03-23,2021-06-30,Home,WA,B,98101,16.21,N,Standard,Mixed,Metal,1502,2,24,0,47,1,C,Broker,1545.16,1386.55,108.16,231.77,141.53,467556,56051.99,2,0.924,1.0,12,0,0,0,0.0913,New,52371.99,0,1,Middle,467556,2000,3,0,Auto Debit,0,Aggregator,8,550655,52459,623
504258,CUST004258,2021,2021-05-25,2021-10-31,Home,CA,D,95814,35.38,Y,Basic,Masonry,Metal,2456,1,18,0,59,0,C,Independent,3385.39,3090.92,236.98,406.25,224.34,734177,0.0,0,0.915,1.0,12,0,1,0,0.1193,New,0.0,1,1,Upper Middle,734177,2000,4,0,Credit Card,4,Agent Referral,13,923031,122105,672
504259,CUST004259,2021,2021-08-22,2021-11-30,Home,FL,A,33301,67.05,Y,Basic,Frame,Tile,1791,2,28,1,23,0,D,Online,2428.53,2171.32,206.42,48.57,181.28,295441,0.0,0,0.883,1.0,12,1,0,1,0.1054,New,0.0,1,1,Middle,295441,2000,4,0,Debit Card,5,Agent Referral,8,358907,72870,593
504260,CUST004260,2021,2021-06-20,2021-08-31,Rental,FL,B,33301,47.8,N,Standard,Masonry,Shingle,1640,1,40,0,50,1,B,Independent,2027.71,1927.76,172.36,243.33,163.25,284466,18706.27,2,0.954,1.0,12,1,1,0,0.0854,New,15946.27,0,1,Upper Middle,284466,1500,3,1,Auto Debit,3,Aggregator,6,329867,145301,727
504261,CUST004261,2021,2021-02-24,2021-02-28,Rental,FL,B,33601,43.71,N,Basic,Mixed,Tile,1478,1,33,1,36,0,C,Online,1369.42,1310.08,116.4,27.39,133.62,204672,0.0,0,0.955,1.0,12,0,0,0,0.116,New,0.0,1,1,Upper Middle,204672,2000,4,0,Credit Card,0,Agent Referral,5,290239,96032,661
504262,CUST004262,2021,2021-11-20,2021-11-30,Home,NY,A,14604,38.43,Y,Basic,Frame,Tile,2293,1,48,1,23,0,D,Independent,4355.84,4530.87,304.91,522.7,268.01,810839,0.0,0,1.05,1.0,12,0,0,0,0.048,New,0.0,1,1,Upper Middle,810839,1000,4,0,Bank Transfer,2,Partner Referral,8,1068464,101147,613
504263,CUST004263,2021,2021-02-21,2021-02-28,Home,CA,B,92101,40.51,N,Basic,Masonry,Shingle,2772,2,8,1,55,1,B,Independent,4301.63,4337.02,301.11,516.2,265.57,920110,0.0,0,1.034,1.0,12,0,0,0,0.0506,New,0.0,1,1,Middle,920110,500,4,1,Auto Debit,0,Aggregator,5,1314651,65400,724
504264,CUST004264,2021,2021-08-25,2022-03-31,Home,FL,D,32801,34.54,N,Premium,Masonry,Tile,1855,2,31,0,71,0,B,Online,2255.89,2115.14,191.75,45.12,173.52,405823,0.0,0,0.976,1.0,12,1,0,0,0.0607,New,0.0,1,1,Upper Middle,405823,1000,4,0,Credit Card,4,Partner Referral,1,427094,100862,725
504265,CUST004265,2021,2021-11-01,2022-08-31,Home,TX,A,77001,40.26,N,Premium,Mixed,Shingle,2195,1,25,0,61,0,C,Broker,1528.96,1554.47,107.03,229.34,140.8,326469,0.0,0,1.006,1.0,12,0,0,0,0.0941,New,0.0,1,1,Middle,326469,2500,5,0,Bank Transfer,2,Agent Referral,9,332167,67523,673
504266,CUST004266,2021,2021-03-23,2021-11-30,Home,FL,D,33301,55.96,Y,Premium,Frame,Shingle,1829,1,18,1,43,0,C,Independent,3244.15,3257.38,275.75,389.3,217.99,427592,0.0,0,0.496,0.5,6,0,0,1,0.0815,New,0.0,0,1,Middle,427592,2000,4,0,Credit Card,10,Partner Referral,12,406363,60261,625
504267,CUST004267,2021,2021-10-20,2022-02-28,Home,FL,D,33601,45.99,Y,Standard,Frame,Tile,1942,2,12,0,47,0,B,Independent,2868.74,2957.82,243.84,344.25,201.09,470752,0.0,0,1.05,1.0,12,0,0,0,0.0443,New,0.0,1,1,Upper Middle,470752,500,5,0,Auto Debit,0,Online Search,10,481524,128586,723
504268,CUST004268,2021,2021-09-25,2022-07-31,Home,NY,C,14604,51.39,N,Standard,Frame,Shingle,1619,2,60,0,66,0,B,Independent,3003.99,2936.03,210.28,360.48,207.18,653402,33861.75,1,0.982,1.0,12,1,0,0,0.0654,New,33401.75,1,1,Middle,653402,500,4,0,Debit Card,3,Online Search,4,747585,74221,701
504269,CUST004269,2021,2021-04-02,2021-10-31,Rental,WA,D,98101,19.79,Y,Standard,Frame,Metal,2317,1,10,1,67,0,C,Broker,2152.93,2224.13,150.71,322.94,168.88,680631,0.0,0,1.028,1.0,12,0,0,1,0.0992,New,0.0,1,1,Middle,680631,5000,3,1,Debit Card,6,Email Campaign,8,718652,88641,635
504270,CUST004270,2021,2021-04-10,2021-05-31,Home,TX,C,79901,41.22,Y,Premium,Frame,Shingle,2507,2,15,1,43,0,B,Independent,1542.67,1561.72,107.99,185.12,141.42,400993,0.0,0,0.989,1.0,12,0,1,0,0.1006,New,0.0,1,1,Upper Middle,400993,1000,4,1,Auto Debit,1,Online Search,9,394293,119709,725
504271,CUST004271,2021,2021-04-06,2021-04-30,Home,FL,A,33301,60.23,Y,Standard,Masonry,Shingle,850,1,19,1,82,1,C,Online,1661.5,1521.32,141.23,33.23,146.77,209232,0.0,0,0.923,1.0,12,0,0,0,0.1016,New,0.0,1,1,Middle,209232,5000,3,0,Auto Debit,0,Social Media,8,229920,50561,631
504272,CUST004272,2021,2021-06-23,2022-03-31,Rental,CA,C,92101,44.12,N,Standard,Frame,Metal,1330,2,32,1,36,0,D,Independent,3090.79,2880.85,216.36,370.89,211.09,460586,0.0,0,0.48,0.5,6,1,0,0,0.0877,New,0.0,1,1,Upper Middle,460586,2000,4,1,Auto Debit,2,Social Media,3,559454,103839,607
504273,CUST004273,2021,2021-09-02,2022-07-31,Home,CA,C,94105,58.93,N,Basic,Frame,Shingle,2328,2,32,0,54,0,B,Independent,3740.28,3744.95,261.82,448.83,240.31,709157,0.0,0,0.974,1.0,12,1,1,0,0.0837,New,0.0,0,1,Upper Middle,709157,1000,4,1,Credit Card,6,Social Media,5,1057567,137134,687
504274,CUST004274,2021,2021-07-11,2022-04-30,Home,CA,C,90001,49.34,N,Basic,Frame,Metal,1810,3,9,0,58,0,C,Online,3079.9,3011.66,215.59,61.6,210.6,596800,0.0,0,0.98,1.0,12,1,0,0,0.0937,New,0.0,1,1,Middle,596800,2000,4,0,Credit Card,2,Agent Referral,5,838367,57767,679
504275,CUST004275,2021,2021-09-17,2022-03-31,Condo,FL,A,32801,53.14,Y,Premium,Mixed,Metal,1209,1,20,0,64,0,C,Online,2053.8,2000.94,174.57,41.08,164.42,280362,0.0,0,0.953,1.0,12,1,0,0,0.0657,New,0.0,1,1,Middle,280362,500,4,0,Auto Debit,1,Partner Referral,8,256437,52204,634
504276,CUST004276,2021,2021-12-10,2022-03-31,Rental,FL,D,32801,41.39,Y,Basic,Masonry,Shingle,1504,2,33,1,44,1,D,Online,2065.06,2043.4,175.53,41.3,164.93,242663,0.0,0,0.956,1.0,12,0,0,0,0.1171,New,0.0,1,1,Low,242663,2000,4,0,Credit Card,1,Email Campaign,3,300210,32236,586
504277,CUST004277,2021,2021-04-14,2021-11-30,Home,CA,A,92101,45.51,N,Standard,Masonry,Tile,2053,1,43,1,51,0,A,Online,2751.16,2439.86,192.58,55.02,195.8,704587,0.0,0,0.895,1.0,12,0,1,0,0.1156,New,0.0,0,1,Upper Middle,704587,500,4,0,Bank Transfer,2,Partner Referral,3,832106,90633,755
504278,CUST004278,2021,2021-07-27,2022-01-31,Home,FL,C,33101,65.35,N,Standard,Frame,Shingle,1662,3,33,1,44,0,D,Broker,3063.79,2759.11,260.42,459.57,209.87,330492,0.0,0,0.456,0.5,6,1,1,0,0.1099,New,0.0,1,1,Middle,330492,1500,4,0,Auto Debit,0,Partner Referral,8,407448,80881,619
504279,CUST004279,2021,2021-08-06,2022-04-30,Home,WA,C,99201,31.3,N,Standard,Frame,Tile,1526,2,46,0,51,0,B,Independent,1325.37,1287.62,92.78,159.04,131.64,407154,0.0,0,0.968,1.0,12,1,1,0,0.1125,New,0.0,1,1,High,407154,2000,4,0,Credit Card,1,Online Search,8,480502,155935,729
504280,CUST004280,2021,2021-10-01,2022-03-31,Home,WA,C,99201,29.73,N,Standard,Mixed,Shingle,2320,3,39,0,48,1,A,Independent,2077.53,2069.43,145.43,249.3,165.49,634159,0.0,0,1.033,1.0,12,0,0,0,0.0567,New,0.0,0,1,High,634159,1000,4,0,Auto Debit,0,Agent Referral,5,738869,157354,767
504281,CUST004281,2021,2021-03-07,2021-04-30,Home,WA,C,99201,19.55,Y,Premium,Frame,Tile,2042,3,16,0,50,0,A,Direct,1851.13,1837.57,129.58,55.53,155.3,760287,0.0,0,0.964,1.0,12,0,0,0,0.0691,New,0.0,1,1,Middle,760287,500,5,0,Credit Card,2,Agent Referral,1,679207,82377,737
504282,CUST004282,2021,2021-02-21,2021-03-31,Rental,FL,D,33301,47.44,Y,Standard,Frame,Metal,1674,1,30,1,56,0,B,Broker,2143.11,1987.45,182.16,321.47,168.44,332807,16042.35,1,0.477,0.5,6,0,1,0,0.0813,New,15122.35,1,1,Upper Middle,332807,1000,4,0,Credit Card,2,Agent Referral,6,346622,92458,705
504283,CUST004283,2021,2021-05-19,2021-08-31,Home,FL,A,33601,63.81,N,Standard,Mixed,Shingle,992,2,31,1,40,1,D,Independent,1918.06,1877.02,163.04,230.17,158.31,187103,0.0,0,0.981,1.0,12,0,0,0,0.0493,New,0.0,1,1,Low,187103,1000,4,0,Credit Card,2,Agent Referral,13,222279,36913,616
504284,CUST004284,2021,2021-07-10,2022-04-30,Home,FL,C,33601,38.57,Y,Premium,Mixed,Metal,2930,2,19,1,55,0,C,Direct,4583.74,4496.87,389.62,137.51,278.27,767953,0.0,0,0.974,1.0,12,1,0,1,0.0842,New,0.0,0,1,Upper Middle,767953,1000,4,0,Auto Debit,5,Agent Referral,5,693858,91629,658
504285,CUST004285,2021,2021-09-21,2022-07-31,Condo,FL,C,33101,45.56,N,Standard,Mixed,Metal,1787,1,6,1,36,0,D,Broker,2154.03,2018.56,183.09,323.1,168.93,300970,0.0,0,0.92,1.0,12,1,0,1,0.0754,New,0.0,0,1,Middle,300970,2500,4,0,Auto Debit,6,Agent Referral,10,360693,51630,569
504286,CUST004286,2021,2021-08-25,2021-11-30,Home,FL,C,33601,50.37,N,Premium,Masonry,Shingle,1655,2,23,1,39,0,C,Independent,2986.37,2640.48,253.84,358.36,206.39,400231,15597.65,1,0.895,1.0,12,1,1,0,0.0835,New,15137.65,0,1,Low,400231,500,3,1,Debit Card,0,Online Search,7,411993,39961,657
504287,CUST004287,2021,2021-09-16,2022-07-31,Home,FL,B,33301,44.32,N,Basic,Masonry,Shingle,2177,2,10,0,41,1,D,Independent,2719.9,2968.66,231.19,326.39,194.4,319322,0.0,0,1.049,1.0,12,1,1,1,0.0846,New,0.0,1,1,Middle,319322,1000,4,0,Credit Card,7,Aggregator,8,456983,74325,591
504288,CUST004288,2021,2021-12-26,2022-09-30,Home,WA,C,98501,27.93,Y,Standard,Masonry,Shingle,2305,1,24,0,49,1,A,Online,2247.14,2302.11,157.3,44.94,173.12,705222,0.0,0,1.035,1.0,12,0,0,0,0.0908,New,0.0,1,1,High,705222,2000,4,0,Bank Transfer,3,Agent Referral,5,733367,201597,766
504289,CUST004289,2021,2021-06-10,2021-12-31,Condo,NY,A,11201,41.31,N,Standard,Frame,Shingle,1313,1,39,1,26,2,D,Independent,2845.29,2942.25,199.17,341.44,200.04,491304,0.0,0,1.014,1.0,12,1,0,1,0.0425,New,0.0,1,1,Low,491304,500,4,0,Auto Debit,3,Email Campaign,7,590149,29533,597
504290,CUST004290,2021,2021-10-16,2021-10-31,Home,NY,B,12207,26.68,Y,Standard,Mixed,Tile,1546,2,50,0,58,0,A,Broker,2151.58,2156.14,150.61,322.74,168.82,709911,0.0,0,0.495,0.5,6,0,0,0,0.0984,New,0.0,0,1,Upper Middle,709911,2500,4,0,Bank Transfer,1,Social Media,3,737397,131721,757
504291,CUST004291,2021,2021-03-09,2021-08-31,Condo,TX,D,73301,27.95,N,Basic,Mixed,Metal,1834,1,27,1,23,0,A,Independent,600.99,595.48,42.07,72.12,99.04,205277,11483.82,1,1.004,1.0,12,0,0,0,0.0621,New,11023.82,0,1,Upper Middle,205277,500,4,0,Auto Debit,0,Partner Referral,11,284960,112217,732
504292,CUST004292,2021,2021-07-24,2021-10-31,Home,WA,C,98501,29.66,N,Standard,Frame,Metal,1970,2,35,1,30,0,D,Direct,2095.01,2055.26,146.65,62.85,166.28,473560,0.0,0,0.991,1.0,12,1,0,1,0.106,New,0.0,0,1,Low,473560,2000,3,3,Credit Card,6,Agent Referral,4,583785,37489,559
504293,CUST004293,2021,2021-07-11,2022-04-30,Home,FL,C,32801,56.57,N,Standard,Masonry,Shingle,1155,2,21,0,49,0,B,Independent,1662.86,1518.75,141.34,199.54,146.83,241635,0.0,0,0.922,1.0,12,1,0,0,0.0459,New,0.0,1,1,Low,241635,1000,4,0,Auto Debit,0,Partner Referral,6,290536,47785,718
504294,CUST004294,2021,2021-04-09,2021-10-31,Home,FL,C,32801,50.5,Y,Standard,Masonry,Tile,1850,1,48,1,40,0,C,Broker,2193.29,2127.81,186.43,328.99,170.7,312267,0.0,0,0.979,1.0,12,0,1,0,0.1181,New,0.0,1,1,Low,312267,2000,4,0,Bank Transfer,3,Agent Referral,4,339159,36318,628
504295,CUST004295,2021,2021-10-02,2021-10-31,Condo,CA,C,90001,58.65,N,Basic,Frame,Tile,958,1,43,1,42,0,B,Independent,1349.04,1303.54,94.43,161.89,132.71,248046,0.0,0,0.949,1.0,12,0,0,0,0.0414,New,0.0,1,1,Middle,248046,1000,4,0,Bank Transfer,3,Social Media,6,364365,74840,694
